nama_nms,nama_lokasi,id_merk,nama_ne,rack,shelf,slot,port,board,user,frekuensi,deskripsi
SBCS,JATINEGARA,1,163_SBCS_JTN_00,0,0,10,,11LTX,IN,192.1,1(IN/OUT_100G JTN_CKA 192.100 ( 100 G yang Ke 1 ))
SBCS,JATINEGARA,2,163_SBCS_JTN_00,0,0,10,1,11LTX,METRO,192.1,METRO JTN 9/2/3 - CKA 9/2/6/)
SBCS,JATINEGARA,2,163_SBCS_JTN_00,0,0,10,2,11LTX,BRAS,192.1,BRAS CKA - JTN - KEBAYORAN DIRECT CORE)
SBCS,JATINEGARA,1,163_SBCS_JTN_00,0,0,10,3,11LTX,TERA,192.1,TERA JTN-CKA3_TE 0/3/5/0_TE 0/6/0/11)
SBCS,JATINEGARA,1,163_SBCS_JTN_00,0,0,10,4,11LTX,METRO,192.1,METRO JTN 9/2/4 - CKA 10/1/2/ CO TO NSN 192.200 #1)
SBCS,JATINEGARA,1,163_SBCS_JTN_00,0,0,10,5,11LTX,IDLE,192.1,IDLE/RUSAK)
SBCS,JATINEGARA,2,163_SBCS_JTN_00,0,0,10,6,11LTX,TSEL,192.1,TSEL 10G PG [DLD] - BUARAN)
SBCS,JATINEGARA,1,163_SBCS_JTN_00,0,0,10,7,11LTX,TERA,192.1,Tera_JTN (1/14/0/1) - PGC (0/1/0/0))
SBCS,JATINEGARA,1,163_SBCS_JTN_00,0,0,10,8,11LTX,TERA,192.1,Tera_JTN (0/9/0/1) - PGC (0/5/0/10))
SBCS,JATINEGARA,2,163_SBCS_JTN_00,0,1,10,9,11LTX,IPTV,192.1,SW6-IPTV#2/4 TO PE2-D2-CKA 0/1/0)
SBCS,JATINEGARA,1,163_SBCS_JTN_00,0,1,2,10,11LTX,TERA,192.2,"TERA_SINDIKOM_PE4/2/25/PVN_B08-01-47,48)"
SBCS,JATINEGARA,2,163_SBCS_JTN_00,0,1,2,,11LTX,IN,192.2,1(IN/OUT_192.200_JTN_CKA_Shelf#2_Slot#9)
SBCS,JATINEGARA,1,163_SBCS_JTN_00,0,1,2,1,11LTX,METRO,192.2,METRO JTN 10/2/5 - CKA 10/1/1)
SBCS,JATINEGARA,1,163_SBCS_JTN_00,0,1,2,2,11LTX,TERA,192.2,TERA JTN(0/9/0/13) - PGC(0/5/0/13) 192.300#8)
SBCS,JATINEGARA,2,163_SBCS_JTN_00,0,1,2,3,11LTX,TIXNET,192.2,TIXNET BTC-TBS PT 3Rd NSN JTN 192.700#1)
SBCS,JATINEGARA,2,163_SBCS_JTN_00,0,1,2,4,11LTX,TIXNET,192.2,TIXNET BTC-TBS PT 3Rd JTN 193.100#2)
SBCS,JATINEGARA,2,163_SBCS_JTN_00,0,1,2,5,11LTX,TIXNET,192.2,TIXNET BTC-TBS PT 3Rd JTN 193.100#3)
SBCS,JATINEGARA,1,163_SBCS_JTN_00,0,1,2,6,11LTX,METRO,192.2,METRO_JTN 7/1/4_CKA 1/1/4)
SBCS,JATINEGARA,1,163_SBCS_JTN_00,0,1,2,7,11LTX,TERA,192.2,TERA JTN(0/9/0/12) - PGC(0/5/0/12) 192.300#7)
SBCS,JATINEGARA,2,163_SBCS_JTN_00,0,1,2,8,11LTX,TSEL,192.2,10(PORT#08_TELKOMSEL_PGC_L.DAUN-JTN_BUARAN: PGC-CKA 192.2#02)
SBCS,JATINEGARA,2,163_SBCS_JTN_00,0,1,2,9,11LTX,METRO,192.2,11(PORT#09_METRO JTN 7/2/3 - CKA 9/1/4)
SBCS,JATINEGARA,2,163_SBCS_JTN_00,0,1,10,10,11LTX,TELIN,193.1,12([P10] SDH TELIN 1 STM64 JTN-DMI)
SBCS,JATINEGARA,1,163_SBCS_JTN_00,0,1,10,,11LTX,IN,193.1,1(IN/OUT_193.100_JTN_ANCOL_BTC)
SBCS,JATINEGARA,1,163_SBCS_JTN_00,0,1,10,1,11LTX,PT,193.1,3(RX1/TX1 JTN - ANCOL - BTC TO BTC NE 259 SLOT 14 TQX PORT 2)
SBCS,JATINEGARA,1,163_SBCS_JTN_00,0,1,10,2,11LTX,TIXNET,193.1,4(RX2/TX2 TIXNET BTC-TBS PT SBCS JTN 192.000#4)
SBCS,JATINEGARA,1,163_SBCS_JTN_00,0,1,10,3,11LTX,TIXNET,193.1,5(RX3/TX3 TIXNET BTC-TBS PT SBCS JTN 192.000#5)
SBCS,JATINEGARA,2,163_SBCS_JTN_00,0,1,10,4,11LTX,TELIN,193.1,6(RX4/TX4 SDH TELIN JTN - DGS VIA BTC (JAKA2LADEMA))
SBCS,JATINEGARA,2,163_SBCS_JTN_00,0,1,10,5,11LTX,CNOP,193.1,7(RX5/TX5 CNOP JT 0/11/2/0-DURI 0/6/0/3 (DURI 251_0_TQX_12_PORT 4)
SBCS,JATINEGARA,2,163_SBCS_JTN_00,0,1,10,6,11LTX,TSEL,193.1,8(RX6/TX6 IP FSA TSEL Buaran_PKP Via ACl_Tb.Ali 192.300#03)
SBCS,JATINEGARA,2,163_SBCS_JTN_00,0,1,10,7,11LTX,TELIN,193.1,9(RX7/TX7 SDH TELIN JTN-DGS VIA JV.BB RKT (PSN_188_0_17_192.700#4)
SBCS,JATINEGARA,2,163_SBCS_JTN_00,0,1,10,8,11LTX,ISAT,193.1,10(RX8/TX8 ISATNET_EQUINIX_CIBITUNG (BDS325-0-16#7) (PSS32/6/8/C1))
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,0,10,9,11LTX,TELIN,193.1,11(RX9/TX9 PEGASCOM-TELIN CYBER VIA (190.0.6_BTC192.700#2))
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,0,9,10,11LTX,TSEL,192.2,12(RX10/TX10 TSEL TBS - BTC VIA JTN(PSS32/4/17/C1)-TBS(PSS32/1/16/C)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,0,9,,11LTX,IN,192.2,1(IN/OUT LTX 192.2 TO BATURAJA_PGC)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,0,9,1,11LTX,TERA,192.2,Tera PGC-JTN PT slot 1-9#7 192.1)
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,0,9,2,11LTX,TSEL,192.2,"Telkomsel_Buaran_Lebar Daun PGC PT CKA-JT 192,2#8)"
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,0,9,3,11LTX,TSEL,192.2,TSEL 10G PG [DLD] - BUARAN PT 192.100 P6 TO JTN)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,0,9,4,11LTX,TERA,192.2,Tera PGC-JTN PT NSN 194.8#4)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,0,9,5,11LTX,TERA,192.2,Tera PGC-JTN PT  NSN 194.7#4 JTN(0/13/0/8))
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,0,9,6,11LTX,TERA,192.2,TERA JTN - MDN PT NSN 7300 CKA 192.6 #4)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,0,9,7,11LTX,TELIN,192.2,SDH TELIN 1 STM64 JTN-DGS PT NSN 7300 CKA 193.3 P2)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,0,9,8,11LTX,TIXNET,192.2,TIXNET TBS_DGS VIA SBCS TO BDS_325.0.15_T210 PORT 8)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,1,9,9,11LTX,TERA,192.2,PROPOSE TERA CKA 0/12/0/10 TO TLK 0/3/0/0)
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,1,9,10,11LTX,METRO,192.1,ME TJP - BTA  PT NSN 193.300#1 TO JTN-TJ.PAKIS)
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,1,9,,11LTX,IN,192.1,1(IN/OUT 192.1 TO JTN)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,1,9,1,11LTX,METRO,192.1,METRO JTN 9/2/3 - CKA 9/2/6)
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,1,9,2,11LTX,BRAS,192.1,PLAN BRAS CKA - JTN - KEBAYORAN DIRECT CORE)
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,1,9,3,11LTX,TERA,192.1,TERA CKA-JTN3_TE_0/6/0/11- TE_0/3/5/0)
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,1,9,4,11LTX,METRO,192.1,METRO JTN 9/2/4 - CKA 10/1/2 XFP RUSAK)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,1,9,5,11LTX,IDLE,192.1,7([P5] IDLE)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,1,9,6,11LTX,TSEL,192.1,TSEL 10G PG [DLD] - BUARAN PT 192.200 P3 TO BRJ)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,1,9,7,11LTX,TERA,192.1,Tera PGC-JTN PT slot 0-9#1 192.2)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,1,9,8,11LTX,TERA,192.1,Tera PGC-JTN PT slot 2-14#10 192.3)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,9,9,11LTX,IPTV,192.1,SW6-IPTV#2/4 TO PE2-D2-CKA 0/1/0)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,5,10,11LTX,TERA,192.1,TERA_SINDIKOM_PE4/2/25/PVN)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,5,,11LTX,IN,192.1,1(IN/OUT 192.1 to BRJ )
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,2,5,1,11LTX,TIXNET,192.1,TIXNET TSEL TBS-BDS(DUMAI - DGS TQX SLOT 21 PORT 4 TO DGS))
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,2,5,2,11LTX,TERA,192.1,IP CKA 1 / 6 / 0 / 7 - PBR 0 /0 /0 / 0)
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,2,5,3,11LTX,TERA,192.1,TERA CKA-PBR (IP CKA TE 0-12-0-4-PBR TE 0-3-0-0))
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,2,5,4,11LTX,TERA,192.1,6(RX4/TX4 IP CKA 1/3/0/0- PBR 0/0/5/0)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,5,5,11LTX,TSEL,192.1,7(RX5/TX5 to_Jtn_ NSN_194.800#4-IP TELSEL Buaran-Btm_Dgs)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,5,6,11LTX,TERA,192.1,8(RX6/TX6 TERA CKA-PBR (IP CKA TE 1-12-0-9 - PBR 0-2-0-9))
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,2,5,7,11LTX,TERA,192.1,9(RX7/TX7 (TERA JTN 0/14/0/8 _BTC )_To_Jtn_192.600#03)
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,2,5,8,11LTX,WTO,192.1,10(port_8_WTO GIN_DGS_VIA DUMAI 192.100_TO_CKA_ZTE_LD_33_RKT)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,5,9,11LTX,TELIN,192.1,11(Port_9_IPLC_Telin_Jtn_Dmi_to_Jtn_192.200#07)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,9,10,11LTX,TELIN,192.2,12([P10] SDH TELIN 1 STM64 JTN-DMI PT 192.2 [P10] DIR JTN)
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,2,9,,11LTX,IN,192.2,1(IN/OUT 192.2_CKA_JTN_Shelf#1_Slo#1)
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,2,9,1,11LTX,METRO,192.2,3(Port#1 METRO JTN 10/2/5 - CKA 10/1/1)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,9,2,11LTX,TERA,192.2,4(RX2/TX2 TERA PGC-JTN PT 162_2_14 #8 192.3)
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,2,9,3,11LTX,TIXNET,192.2,5(Port#3 TIXNET BTC-TBS PT SBCS JTN 192.200#3 PT ALU PSS32/1/20/C1)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,9,4,11LTX,TIXNET,192.2,6(Port#4 TIXNET BTC-TBS PT SBCS JTN 192.000#4 PT ALU PSS32/5/14/C4)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,9,5,11LTX,TIXNET,192.2,"7(Port#5TIXNET BTC-TBS PT SBCS JTN 192.000#5 PT ALUPSS32,2/2/13/C6)"
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,2,9,6,11LTX,METRO,192.2,8(Port#6_Metro2_JTN-4/2/6_CKA 8/1/6)
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,2,9,7,11LTX,TERA,192.2,9(RX7/TX7 TERA PGC-JTN PT 162_2_14 #7192.3)
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,2,9,8,11LTX,TSEL,192.2,10(PORT#8_TELSEL-DLD_PG-JTN-PT_192.2#02-To BTA)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,9,9,11LTX,METRO,192.2,11(PORT#9_METRO JTN 7/2/3 - CKA 9/1/4)
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,2,14,10,11LTX,TELIN,192.3,12([P10] SDH TELIN 1 STM64 JTN-DMI PT 192.1 [P10] DIR BATURAJA)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,14,,11LTX,IN,192.3,1(IN/OUT LTX 192.3 TO BATURAJA)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,14,1,11LTX,TERA,192.3,3(RX1/TX1_TERA CKA_1/3/0/10-TLK_0/1/0/6)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,14,2,11LTX,TERA,192.3,4(RX2/TX2_TERA CKA_1/13/0/10-TLK_0/7/0/12)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,14,3,11LTX,IDLE,192.3,5(RX3/TX3)
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,2,14,4,11LTX,IDLE,192.3,6(RX4/TX4)
SBCS,CIKUPA,1,162_SBCS_CKA_00,0,2,14,5,11LTX,IDLE,192.3,7(RX5/TX5)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,14,6,11LTX,IDLE,192.3,8(RX6/TX6)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,14,7,11LTX,TERA,192.3,9(RX7/TX7 TERA PGC JTN PT slot 2-9#7 192.2)
SBCS,CIKUPA,2,162_SBCS_CKA_00,0,2,14,8,11LTX,TERA,192.3,10(RX8/TX8 TERA PGC JTN PT slot 2-9#8 192.2)
SBCS,DUMAI,1,141_SBCS_DMI_00,0,0,14,9,11LTX,TERA,192.3,"11(RX9/TX9 TERA PGC JTN PT CORIANT 193,3 PORT 3)"
SBCS,DUMAI,1,141_SBCS_DMI_00,0,0,10,10,11LTX,TERA,192.1,12(RX10/TX10 TERA PGC JTN PT slot 1-9#8 192.1)
SBCS,DUMAI,1,141_SBCS_DMI_00,0,0,10,,11LTX,IN,192.1,1(IN/OUT 192.100 TO PBR)
SBCS,DUMAI,1,141_SBCS_DMI_00,0,0,10,1,11LTX,IDLE,192.1,3([P1] IDLE)
SBCS,DUMAI,2,141_SBCS_DMI_00,0,0,10,2,11LTX,IDLE,192.1,4(RX2/TX2 IDLE)
SBCS,DUMAI,1,141_SBCS_DMI_00,0,0,10,3,11LTX,TERA,192.1,5(RX3/TX3(IP JTN 0/1/0/5-BTC 0/0/2/0)_temp_u/Puba_to_192.800#04)
SBCS,DUMAI,1,141_SBCS_DMI_00,0,0,10,4,11LTX,TERA,192.1,6(RX4/TX4(IP DRI 0/2/0/6-DGS 0/12/0/7))
SBCS,DUMAI,1,141_SBCS_DMI_00,0,0,10,5,11LTX,TIXNET,192.1,7(#5_BackupTIXNET_Btc_Jtn_Cka_194.800#04_to Dgs_192.8#4)
SBCS,DUMAI,1,141_SBCS_DMI_00,0,0,10,6,11LTX,TERA,192.1,8(RX6/TX6(TERA MDC (0/3/0/3)-DGS(0/13/0/9))
SBCS,DUMAI,1,141_SBCS_DMI_00,0,0,10,7,11LTX,TERA,192.1,9(RX7/TX7-TERA ROUTER TO JASUKA 192.200)
SBCS,DUMAI,1,141_SBCS_DMI_00,0,0,10,8,11LTX,TERA,192.1,10(RX8/TX8_TERA_MDC-BDS_PT_192_300#1_TO_DMI-BTC)
SBCS,DURI,1,142_SBCS_DRI_00,0,1,10,9,11LTX,TERA,192.1,11(Port#9.TERA_Dgs_Rkt_Pt_SON Dgs_ 192.5#2 / Jtn_Rkt_Zte_Lamda_11)
SBCS,DURI,2,142_SBCS_DRI_00,0,1,7,10,11LTX,TSEL,193.9,12([P10] Kontingensi TSEL JB-DLD NARU 2016 TC TQX 252_0-17-3)
SBCS,DURI,2,142_SBCS_DRI_00,0,1,7,,11LTX,IN,193.9,1(IN/OUT LINE 193.9 to MARPOYAN)
SBCS,DURI,2,142_SBCS_DRI_00,0,1,7,1,11LTX,TSEL,193.9,3(1- IPBB TSEL MDN to MARPOYAN #1)
SBCS,DURI,2,142_SBCS_DRI_00,0,1,7,2,11LTX,TSEL,193.9,4(2- IPBB TSEL MDN to MARPOYAN #2)
SBCS,DURI,2,142_SBCS_DRI_00,0,1,7,3,11LTX,TSEL,193.9,5(3- IX TSEL MARPOYAN to DURI_1)
SBCS,DURI,1,142_SBCS_DRI_00,0,1,7,4,11LTX,TSEL,193.9,6(4- IX TSEL MARPOYAN to DURI_2)
SBCS,DURI,2,142_SBCS_DRI_00,0,1,7,5,11LTX,TSEL,193.9,7(5- IX TSEL MARPOYAN to DURI_3)
SBCS,DURI,1,142_SBCS_DRI_00,0,1,7,6,11LTX,TSEL,193.9,8(6- IX TSEL MARPOYAN to DURI_4)
SBCS,DURI,2,142_SBCS_DRI_00,0,1,7,7,11LTX,TSEL,193.9,9(7- IX TSEL MARPOYAN to DURI_5)
SBCS,DURI,1,142_SBCS_DRI_00,0,1,7,8,11LTX,TSEL,193.9,10(8- IX TSEL MARPOYAN to DURI_6)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,2,7,9,11LTX,IDLE,193.9,11(9- IDLE)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,2,2,10,11LTX,IDLE,192.1,12(10- IDLE)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,2,2,,11LTX,IN,192.1,1(IN/OUT 192.100 TO DMI)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,2,2,1,11LTX,IDLE,192.1,3([P1] IDLE)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,2,2,2,11LTX,IDLE,192.1,4(RX2/TX2 IDLE)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,2,2,3,11LTX,TERA,192.1,5(RX3/TX3 (IP JTN 0/1/0/5- BTC 0/0/2/0))
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,2,2,4,11LTX,TERA,192.1,6(Port_4_Tera_Pbr_Btc_Via_Wls)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,2,2,5,11LTX,IDLE,192.1,7(Port_5)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,2,2,6,11LTX,TERA,192.1,8(RX6/TX6 TERA MDC (0/3/0/3)-DGS(0/13/0/9))
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,2,2,7,11LTX,IDLE,192.1,9(RX7/TX7)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,2,2,8,11LTX,TERA,192.1,10(8-Tera MDC 0/2/0/0 - BDS 0/14/0/1 PT 7300 193.3#4)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,2,2,9,11LTX,IDLE,192.1,11(RX9/TX9)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,2,6,10,11LTX,TSEL,192.1,12([P10] Kontingensi TSEL JB-DLD NARU 2016 TC NSN 5-3 195.500)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,2,6,,11LTX,IN,192.1,1(IN/OUT 192.100 TO BRJ)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,2,6,1,11LTX,TIXNET,192.1,3([P1] TSEL TIXNET 10G TBS - BDS PT 192.3 [P9] DIR DMI)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,2,6,2,11LTX,TERA,192.1,4(RX2/TX2 TERA PBR (0/0/0/0)-CKA (1/6/0/7)Port 2)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,2,6,3,11LTX,TERA,192.1,5(RX3/TX3 TERA CKA-PBR (IP CKA TE 0/12/0/4-PBR 0/3/0/0))
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,2,6,4,11LTX,TERA,192.1,6(RX4/TX4 TERA PBR(0/0/5/0)-CKA(1/3/0/0) Port 4)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,2,6,5,11LTX,TELIN,192.1,7([P5] SDH TELIN 1 STM64 JTN-DGS PT 192.3 [P1] DIR DMI)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,2,6,6,11LTX,TERA,192.1,8(RX6/TX6 TERA CKA-PBR (IP CKA TE 1/12/0/9-PBR 0/2/0/9))
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,2,6,7,11LTX,IDLE,192.1,9(RX7/TX7)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,2,6,8,11LTX,IDLE,192.1,10(RX8/TX8)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,6,9,11LTX,IDLE,192.1,11(RX9/TX9)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,6,10,11LTX,IDLE,192.3,12(RX10/TX10)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,6,,11LTX,IN,192.3,1(IN/OUT 192.300 TO BRJ)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,6,1,11LTX,IDLE,192.3,3([P1] Idle)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,6,2,11LTX,TERA,192.3,4(RX2/TX2 TERA PBR-CKA PT 192.1 Port 2 Fac BTA)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,6,3,11LTX,IDLE,192.3,5(RX3/TX3)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,6,4,11LTX,TERA,192.3,6(RX4/TX4 TERA PBR-CKA PT 192.1 Port 4 Fac BTA)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,3,6,5,11LTX,IDLE,192.3,7(RX5/TX5)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,3,6,6,11LTX,IDLE,192.3,8(RX6/TX6)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,3,6,7,11LTX,IDLE,192.3,9(RX7/TX7)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,6,8,11LTX,TERA,192.3,10(RX8/TX8 IP TERA JTN-MDN_Pt_7500_192.900_FACING_DURI)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,6,9,11LTX,IDLE,192.3,11(RX9/TX9)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,3,10,10,11LTX,TELIN,192.2,12([P10] SDH TELIN 1 STM64 JTN-DMI PT 192.3 [P10] DIR DMI)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,3,10,,11LTX,IN,192.2,1(IN/OUT_192.200_To_DUMAI)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,3,10,1,11LTX,TERA,192.2,3([P1] TERA TLK [0/1/0/8]-DGS [0/11/0/12])
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,3,10,2,11LTX,IDLE,192.2,4(RX2/TX2)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,10,3,11LTX,IDLE,192.2,5(RX3/TX3)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,3,10,4,11LTX,IDLE,192.2,6(RX4/TX4)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,3,10,5,11LTX,IDLE,192.2,7(RX5/TX5)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,10,6,11LTX,IDLE,192.2,8(RX6/TX6)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,3,10,7,11LTX,IDLE,192.2,9(RX7/TX7)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,3,10,8,11LTX,IDLE,192.2,10(RX8/TX8)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,3,10,9,11LTX,IDLE,192.2,11(RX9/TX9)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,14,10,11LTX,IDLE,192.3,12(RX10/TX10)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,3,14,,11LTX,IN,192.3,1(IN/OUT 192.300 TO DMI)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,3,14,1,11LTX,TELIN,192.3,3([P1] SDH TELIN 1 STM64 JTN-DGS PT 192.1 [P5] DIR BATURAJA)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,14,2,11LTX,TSEL,192.3,"4(RX2/TX2-PTN TSEL AA-DUMAI (TC JASUKA FREK. 194,3))"
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,14,3,11LTX,IDLE,192.3,5(RX3/TX3)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,3,14,4,11LTX,IDLE,192.3,6(RX4/TX4)
SBCS,PEKANBARU,1,144_SBCS_PKB_00,0,3,14,5,11LTX,IDLE,192.3,7(RX5/TX5)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,14,6,11LTX,IDLE,192.3,8(RX6/TX6)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,14,7,11LTX,IDLE,192.3,9(RX7/TX7)
SBCS,PEKANBARU,2,144_SBCS_PKB_00,0,3,14,8,11LTX,IDLE,192.3,10(RX8/TX8)
SBCS,BATURAJA,1,156_SBCS_BRJ_00,0,0,14,9,11LTX,TIXNET,192.3,11([P9] TSEL TIXNET 10G TBS - BDS PT 192.1 [P1] DIR BATURAJA)
SBCS,BATURAJA,2,156_SBCS_BRJ_00,0,0,9,10,11LTX,TELIN,192.3,12([P10] SDH TELIN 1 STM64 JTN-DMI PT 192.3 [P10] DIR BATURAJA)
SBCS,BATURAJA,2,156_SBCS_BRJ_00,0,0,9,,11LTX,IN,192.3,1(IN/OUT LTX 192.3 TO CIKUPA)
SBCS,BATURAJA,1,156_SBCS_BRJ_00,0,0,9,1,11LTX,CNOP,192.3,3(RX1/TX1_CNOP TSEL CKA-TLK)
SBCS,BATURAJA,2,156_SBCS_BRJ_00,0,0,9,2,11LTX,CNOP,192.3,4(RX2/TX2_CNOP TSEL CKA-TLK)
SBCS,BATURAJA,1,156_SBCS_BRJ_00,0,0,9,3,11LTX,IDLE,192.3,5(RX3/TX3)
SBCS,BATURAJA,1,156_SBCS_BRJ_00,0,0,9,4,11LTX,IDLE,192.3,6(RX4/TX4)
SBCS,BATURAJA,1,156_SBCS_BRJ_00,0,0,9,5,11LTX,IDLE,192.3,7(RX5/TX5)
SBCS,BATURAJA,1,156_SBCS_BRJ_00,0,0,9,6,11LTX,IDLE,192.3,8(RX6/TX6)
SBCS,BATURAJA,2,156_SBCS_BRJ_00,0,0,9,7,11LTX,TERA,192.3,9(RX7/TX7_TERA PGC-JTN_Pt slot 3-10 #7 192.2)
SBCS,BATURAJA,1,156_SBCS_BRJ_00,0,0,9,8,11LTX,TERA,192.3,10(RX8/TX8_TERA PGC-JTN_Pt slot 3-10 #8 192.2)
SBCS,BATURAJA,1,156_SBCS_BRJ_00,0,2,9,9,11LTX,TERA,192.3,11(RX9/TX9_TERA PGC-JTN_Pt Coriant slot-3)
SBCS,BATURAJA,1,156_SBCS_BRJ_00,0,2,2,10,11LTX,TERA,192.1,12(RX10/TX10 TERA PGC-JTN_Pt slot 3-10 #10 192.2)
