id_port,nama_nms,nama_lokasi,id_merk,nama_ne,rack,shelf,slot,port,board,user,frekuensi,deskripsi
,JASUKA,DURI,3,DURI,0,3,3,3,I04T40G-1/DP,DMDC,192.5,TERA  MDC --DGS
,JASUKA,DURI,3,DURI,0,3,3,4,I04T40G-1/DP,D80 Ld-3  DMI CO,192.5,SDH 7080 Ld-3  DMI CO dr xfp COLOR
,JASUKA,DURI,3,DURI,0,3,5,1,I04T40G-1/DP,,"195,900",IDLE 
,JASUKA,DURI,3,DURI,0,3,2,1,I01T10G-1/LH,DDRI 0/3/0/0 - PBR,"195,800",TERA  DRI 0/3/0/0 - PBR 0/3/0/0
,JASUKA,DURI,3,DURI,0,3,3,1,I04T40G-1/DP,DFAC,,BRAS  FAC PBR
,JASUKA,DURI,3,DURI,0,3,3,2,I04T40G-1/DP,DFAC,,BRAS  FAC PBR
,JASUKA,DURI,3,DURI,0,3,3,3,I04T40G-1/DP,DPBR,,TERA  PBR-DRI
,JASUKA,DURI,3,DURI,0,3,3,4,I04T40G-1/DP,,,METRO
,JASUKA,DURI,3,DURI,0,3,5,1,I04T40G-1/DP,,,IDLE 
,JASUKA,DURI,3,DURI,0,3,5,2,I04T40G-1/DP,DNSI,,IP TRANSIT PBR--DRI
,JASUKA,DURI,3,DURI,0,3,5,3,I04T40G-1/DP,,,IDLE 
,JASUKA,DURI,3,DURI,0,3,5,4,I04T40G-1/DP,,,IDLE 
,JASUKA,DUMAI,3,D U M A I,0,1,12,1,I01T10G-1/LH,DTS ,"194,400",EKS  NTS WL#1
,JASUKA,DUMAI,3,D U M A I,0,1,13,1,I01T10G-1/LH,IDLE,,HIT 7080  DMI--DRI Lambda. 12
,JASUKA,DUMAI,3,D U M A I,0,2,8,1,I0140G-1/DP-1,D6 CKA-DGS,"192,400",STM 256 CKA-DGS  TC  SR_2  SLOT-7
,JASUKA,DUMAI,3,D U M A I,0,2,9,1,I0140G-1/DP-1,D6 CKA-DGS,"192,100",STM 256 CKA-DGS  TC  SR_2  SLOT-10
,JASUKA,DUMAI,3,D U M A I,0,2,12,1,I01T10G-1/LH,IDLE,"196,000",NEC TSEL  Ld. DMI--DRI
,JASUKA,DUMAI,3,D U M A I,0,2,13,1,I01T10G-1/LH,DDUR,"195,900",TERA  DURI - DGS
,JASUKA,DUMAI,3,D U M A I,0,2,14,1,I01T10G-1/LH,DMDC,"195,800",TERA  MDC--DGS (DARAT)
,JASUKA,DUMAI,3,D U M A I,0,3,5,1,I01T10G-1/LH,IDLE,"192,900",LOS   TSEL TIXNET ARA--DGS JASUKA  192.8#3
,JASUKA,DUMAI,3,D U M A I,0,3,6,1,I04T40G-1/DP,IDLE,"192,700",TELIN  DGS_CKA    JTN 193.3#2
,JASUKA,DUMAI,3,D U M A I,0,3,6,2,I04T40G-1/DP,D,"192,700",ROUTER  TLK--BDS
,JASUKA,DUMAI,3,D U M A I,0,3,6,3,I04T40G-1/DP,,"192,700",EKS TII
,JASUKA,DUMAI,3,D U M A I,0,3,6,4,I04T40G-1/DP,D,"192,700",ROUTER  TLK--BDS
,JASUKA,DUMAI,3,D U M A I,0,3,8,1,I04T40G-1/DP,D0/0/2/0  - JTN,"192,600",BTC_T 0/0/2/0  - JTN 0/1/0/5
,JASUKA,DUMAI,3,D U M A I,0,3,8,2,I04T40G-1/DP,DKA,"192,600",CKA 0/13/0/1 - BTC
,JASUKA,DUMAI,3,D U M A I,0,3,8,3,I04T40G-1/DP,IDLE,"192,600",IPBB  PBR - BTC  TC 193.5#4
,JASUKA,DUMAI,3,D U M A I,0,3,8,4,I04T40G-1/DP,DBJM-BTC,"192,600",TERA  BJM-BTC Darat DIR PBR
,JASUKA,DUMAI,3,D U M A I,0,3,10,1,I04T40G-1/DP,D DR,"192,500",METRO  DRI--DMI #2
,JASUKA,DUMAI,3,D U M A I,0,3,10,2,I04T40G-1/DP,DBDS 0/9/0/0--DRI,"192,500",MUMED BDS 0/9/0/0--DRI 0/0/0/0
,JASUKA,DUMAI,3,D U M A I,0,3,10,3,I04T40G-1/DP,IDLE,"192,500",MDC _T 0/0/2/0--BDS_TC 192.7#1
,JASUKA,DUMAI,3,D U M A I,0,3,10,4,I04T40G-1/DP,D80 Ld-3  DRI CO,"192,500",SDH 7080 Ld-3  DRI CO dr xfp COLOR
,JASUKA,DUMAI,3,D U M A I,0,3,14,1,I04T40G-1/DP,DBEL,"192,200",N0  LABEL
,JASUKA,DUMAI,3,D U M A I,0,3,14,2,I04T40G-1/DP,DBEL,"192,200",N0  LABEL
,JASUKA,DUMAI,3,D U M A I,0,3,14,3,I04T40G-1/DP,DBEL,"192,200",N0  LABEL
,JASUKA,DUMAI,3,D U M A I,0,3,14,4,I04T40G-1/DP,DBEL,"192,200",N0  LABEL
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,1,6,1,I01T10G-1/LH,BBTC,"194,000",TERA  BTC- SEI KAKAP
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,1,11,1,I01T10G-1/LH,IDLE,"194,200",TERA 3  DGS -- BTC FREQ 194.2
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,1,12,1,I01T10G-1/LH,BDGS,"194,100",TERA  DGS - BTC (NEXUS 1 )
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,2,15,1,I01T10G-1/LH,IDLE,"192,900",TERA BTC--JTN VIA 3RD 193.1 #5
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,3,3,1,I01T10G-1/LH,BDGS,"192,600",TERA  DGS - BTC (NEXUS 2 )
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,3,5,1,I0140G-1/DP-1,B0 G,"192,400",40 G  BATAM CENTER
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,3,7,1,I0140G-1/DP-1,BGS ,"192,100",40 G DGS - BTC
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,3,10,1,I01T10G-1/LH,IDLE,"196,000",TSEL  BTC - PTK JASUKA LAUT DI CH.68
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,3,13,1,I01T10G-1/LH,BBDS 0/8/5/0 TO  MDC,"195,800",TERA  BDS 0/8/5/0 TO  MDC  0/0/2/0
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,4,9,1,I04T40G-1/DP,IDLE,"194,500",SDH TELIN TO 3RD HUAWEI BTC  190_0_2_192.1 #4
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,4,9,2,I04T40G-1/DP,,"194,500",IDLE 
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,4,9,3,I04T40G-1/DP,,"194,500",IDLE 
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,4,9,4,I04T40G-1/DP,IDLE,"194,500",SDH 7080#2 DGS _11.1-BTC_SLOT-2.1
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,4,11,1,I04T40G-1/DP,BPPC,"192,300",TERA BPPCenter -BTM Centrum
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,4,11,2,I04T40G-1/DP,B,"192,300",TIXNET TBS--DGS VIA JT#
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,4,11,3,I04T40G-1/DP,BBAL,"192,300",TERA  BAL / MKS-- BTC
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,4,11,4,I04T40G-1/DP,IDLE,"192,300",MATRIX 2 BTC- P MUTIARA VIA  JTN 193.3#1
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,5,12,1,I04T40G-1/DP,IDLE,"195,000",ip tsel jtn_btc to 192.1
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,5,12,2,I04T40G-1/DP,IDLE,"195,000",
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,5,12,3,I04T40G-1/DP,IDLE,"195,000",
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,5,12,4,I04T40G-1/DP,IDLE,"195,000",tsel  btc-kenanga 193.5 Dumai
,JASUKA,BUKIT DANGAS,3,BKT DANGAS,0,6,1,1,I01T10G-1/LH,,"194,000",IDLE 
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,1,6,1,I01T10G-1/LH,BBTC,"194,000",TERA  BTC- SEI KAKAP
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,1,11,1,I01T10G-1/LH,IDLE,"194,200",TERA 3  DGS -- BTC FREQ 194.2
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,1,12,1,I01T10G-1/LH,BDGS,"194,100",TERA  DGS - BTC (NEXUS 1 )
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,2,15,1,I01T10G-1/LH,IDLE,"192,900",TERA BTC--JTN VIA 3RD 193.1 #5
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,3,3,1,I01T10G-1/LH,BDGS,"192,600",TERA  DGS - BTC (NEXUS 2 )
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,3,5,1,I0140G-1/DP-1,B0 G,"192,400",40 G  BATAM CENTER
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,3,7,1,I0140G-1/DP-1,BGS ,"192,100",40 G DGS - BTC
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,3,10,1,I01T10G-1/LH,IDLE,"196,000",TSEL  BTC - PTK JASUKA LAUT DI CH.68
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,3,13,1,I01T10G-1/LH,BBDS 0/8/5/0 TO  MDC,"195,800",TERA  BDS 0/8/5/0 TO  MDC  0/0/2/0
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,4,9,1,I04T40G-1/DP,IDLE,"194,500",SDH TELIN TO 3RD HUAWEI BTC  190_0_2_192.1 #4
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,4,9,2,I04T40G-1/DP,,"194,500",IDLE 
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,4,9,3,I04T40G-1/DP,,"194,500",IDLE 
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,4,9,4,I04T40G-1/DP,IDLE,"194,500",SDH 7080#2 DGS _11.1-BTC_SLOT-2.1
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,4,11,1,I04T40G-1/DP,BPPC,"192,300",TERA BPPCenter -BTM Centrum
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,4,11,2,I04T40G-1/DP,B,"192,300",TIXNET TBS--DGS VIA JT#
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,4,11,3,I04T40G-1/DP,BBAL,"192,300",TERA  BAL / MKS-- BTC
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,4,11,4,I04T40G-1/DP,IDLE,"192,300",MATRIX 2 BTC- P MUTIARA VIA  JTN 193.3#1
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,5,9,1,I01T10G-1/LH,,"194,000",IDLE 
,JASUKA,BATAM CENTER,3,BATAM CENTER,0,6,10,1,I01T10G-1/LH,,"194,000",IDLE 
,JASUKA,PONTIANAK,3,PONTIANAK,0,1,6,1,I01T10G-1/LH,IDLE,"194,400",PTK - BTM TSEL  TC SLTMXG _SH.20 _TO _TJP
,JASUKA,PONTIANAK,3,PONTIANAK,0,1,10,1,I01T10G-1/LH,PTERA 0/0,"194,300",PTKC _TERA 0/0/0/9 10 GBE
,JASUKA,PONTIANAK,3,PONTIANAK,0,1,12,1,I01T10G-1/LH,,"194,200",IDLE 
,JASUKA,PONTIANAK,3,PONTIANAK,0,1,13,1,I01T10G-1/LH,P,"194,100",JASUKA PO # NTS  WL#1
,JASUKA,PONTIANAK,3,PONTIANAK,0,2,1,1,I01T10G-1/LH,PATE,"193,800",PT MORATEL_IP
,JASUKA,PONTIANAK,3,PONTIANAK,0,2,2,1,I04T40G-1/DP,PTK-,"193,700",TSEL PTK--BPP CNTR
,JASUKA,PONTIANAK,3,PONTIANAK,0,2,2,2,I04T40G-1/DP,PTK ,"193,700",TSEL PTK  - BBP
,JASUKA,PONTIANAK,3,PONTIANAK,0,2,2,3,I04T40G-1/DP,,"193,700",IDLE 
,JASUKA,PONTIANAK,3,PONTIANAK,0,2,2,4,I04T40G-1/DP,,"193,700",IDLE 
,JASUKA,PONTIANAK,3,PONTIANAK,0,2,4,1,I04T40G-1/DP,PTK,"193,700",TSEL PTK--TBS VIA BTM
,JASUKA,PONTIANAK,3,PONTIANAK,0,2,4,2,I04T40G-1/DP,PSM2 0/12,"193,700",T2_D2-SM2 0/12/5/0 TO XG
,JASUKA,PONTIANAK,3,PONTIANAK,0,2,4,3,I04T40G-1/DP,PTN ,"193,700",TSEL JTN  - DGS
,JASUKA,PONTIANAK,3,PONTIANAK,0,2,4,4,I04T40G-1/DP,PTK ,"193,700",TERA PTK - BJM CENTRUM
,JASUKA,PONTIANAK,3,PONTIANAK,0,2,6,1,I04T40G-1/DP,,"192,900",IDLE 
,JASUKA,PONTIANAK,3,PONTIANAK,0,2,6,2,I04T40G-1/DP,,"192,900",IDLE 
,JASUKA,PONTIANAK,3,PONTIANAK,0,2,6,3,I04T40G-1/DP,P,"192,900",10 GBE PTKC TO SEIKAKAP
,JASUKA,PONTIANAK,3,PONTIANAK,0,2,6,4,I04T40G-1/DP,PTK-,"192,900",TERA PTK--ULIN
,JASUKA,PONTIANAK,3,PONTIANAK,0,2,9,1,I01T10G-1/LH,IDLE,"194,000",NAP INFO  TC NEC Ch.39  JKT-BTC
