 host_a , host_b , fa_a , fa_b , nms , ne_a , board_a , rack_a , shelf_a , slot_a , port_a , freq_a , ne_b , board_b , rack_b , shelf_b , slot_b , port_b , freq_b 
ME-D2-SLP,ME-D2-CKG,2/1/2,7/1/1,FO,DIRECT CORE,OSP#6_27-28,,,,,,OSP#6_27-28,,,,,,
ME-D2-SLP,ME-D2-CKG,2/1/3,7/1/2,FO,DIRECT CORE,OSP#6_29-30,,,,,, OSP#6_29-30 ,,,,,,
ME-D2-SLP,ME-D2-CKG,2/2/3,8/1/5,FO,DIRECT CORE,OSP#6_31-32,,,,,,OSP#6_31-32,,,,,,
ME-D2-SLP,ME-D2-CKG,2/2/6,8/1/1,RMJ ALU JKT,SLP PSS-32,,,3,14,C1,, DWDM PSS32_1/11/C1 ,CKG PSS-32,,1,11,C1,
ME-D2-SLP,ME-D2-CKG,3/1/1,1/1/1,FO,DIRECT CORE,OSP#6_69-70_TL 27-28,,,,,, OSP#6_69-70 ,,,,,,
ME-D2-SLP,ME-D2-CKG,3/1/5,7/2/5,FO,DIRECT CORE,OSP#6_25-26,,,,,, OSP#6_25-26 ,,,,,,
ME-D2-SLP,ME-D2-CKG,4/1/2,9/1/5,FO,DIRECT CORE,OSP#6_37-38,,,SLIPI-KEDOYA,,,OSP#6_37-38,,,,,,
,,,,FO,DIRECT CORE,OSP#_33-34,,,KEDOYA-CENGKARENG,,,OSP#_33-34,,,,,,
ME-D2-SLP,ME9-D2-JT,1/1/2,1/2/5,FO,DIRECT CORE,via FO thru KB,,,,,, via FO thru KB ,,,,,,
ME-D2-SLP,ME9-D2-JT,1/1/3,2/2/9,RMJ ALU JKT,SLP PSS-36,,,1,6,1,, via DWDM PSS64 1/3/4 ,JT PSS-64,,1,3,4,
ME-D2-SLP,ME9-D2-JT,2/1/4,3/2/2,RMJ ALU JKT,SLP PSS-36,,,1,6,2,, via DWDM PSS64 1/3/5 ,JT PSS-64,,1,3,5,
ME-D2-SLP,ME9-D2-JT,2/1/5,1/2/8,RMJ ALU JKT,SLP PSS-36,,,1,6,3,, via DWDM PSS641/6/1 ,JT PSS-64,,1,6,1,
ME-D2-SLP,ME9-D2-JT,2/2/5,1/2/9,FO,DIRECT CORE,TC GB,,,,,, TC GB ,,,,,,
ME-D2-SLP,ME9-D2-JT,3/1/2 ,1/2/6,FO,DIRECT CORE,OSP#6_53-54_TC GB_OSP#6_GB_53-54,,,,,, OSP#6_53-54_TC GB_OSP#6_GB_53-54 ,,,,,,
ME-D2-SLP,ME9-D2-JT,3/1/6,3/2/3,FO,DIRECT CORE,,,,,,, fiber ,,,,,,
ME-D2-SLP,ME9-D2-JT,3/2/1,1/2/2,RMJ ALU JKT,SLP PSS-32,,,2,32,C1,,DWDM PSS32 2/15/C1,JK PSS-32,,2,15,C1,
ME-D2-SLP,ME9-D2-SLP,4/1/1,1/1/1,FO,DIRECT CORE,,,,,,, DIRECT CORE ,,,,,,
ME-D2-SLP,ME9-D2-SLP,5/1/1,2/1/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D2-SLP,ME9-D2-SLP,5/2/1,2/2/1,FO,DIRECT CORE,,,,,,, DIRECT CORE ,,,,,,
ME9-D2-JT,ME3-D2-JT,1/2/3,7/2/5,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME9-D2-JT,ME3-D2-JT,2/2/3,2/1/5,FO,DIRECT CORE,,,,,,, DIRECT CORE ,,,,,,
ME9-D2-JT,ME3-D2-JT,2/2/7,7/2/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME9-D2-JT,ME3-D2-JT,2/2/8,9/1/4,FO,DIRECT CORE,,,,,,, DIRECT CORE ,,,,,,
ME9-D2-JT,ME3-D2-JT,3/2/5,9/1/5,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME9-D2-JT,ME3-D2-JT,3/2/6,3/1/2,FO,DIRECT CORE,,,,,,, DIRECT CORE ,,,,,,
ME9-D2-JT,ME3-D2-JT,3/2/7,4/1/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME9-D2-JT,ME3-D2-JT,3/2/8,7/1/3,FO,DIRECT CORE,,,,,,, DIRECT CORE ,,,,,,
ME9-D2-JT LINK 2,ME3-D2-JT LINK 2,1/2/4 ,3/1/5,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME9-D2-JT LINK 2,ME3-D2-JT LINK 2,2/2/1 ,2/2/1,FO,DIRECT CORE,,,,,,, DIRECT CORE ,,,,,,
ME9-D2-JT LINK 2,ME3-D2-JT LINK 2,2/2/5 ,1/1/5,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME9-D2-JT LINK 2,ME3-D2-JT LINK 2,2/2/6 ,7/2/3,FO,DIRECT CORE,,,,,,, DIRECT CORE ,,,,,,
ME9-D2-JT LINK 2,ME3-D2-JT LINK 2,3/2/27,1/1/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME9-D2-JT LINK 2,ME3-D2-JT LINK 2,3/2/28,1/1/3,FO,DIRECT CORE,,,,,,, DIRECT CORE ,,,,,,
ME9-D2-JT LINK 2,ME3-D2-JT LINK 2,3/2/29,2/1/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME9-D2-JT LINK 2,ME3-D2-JT LINK 2,3/2/30,3/1/1,FO,DIRECT CORE,,,,,,, DIRECT CORE ,,,,,,
ME9-D2-JT,ME-D2-CIK,2/1/1,4/1/1,RMJ ALU JKT,JT PSS-32,,,7,7,C1,, via DWDM ,CIK PSS-32,,,,,
ME9-D2-JT,ME-D2-GAN,1/2/7,1/1/1,RMJ ALU JKT,JT PSS-36,,,,6,1,, PSS36 4/1 ,GAN PSS-36,,,4,1,
ME9-D2-JT,ME-D2-GAN,1/2/10,1/1/2,RMJ ALU JKT,JT PSS-36,,,,6,2,, PSS36 4/2 ,GAN PSS-36,,,4,2,
ME9-D2-JT,ME-D2-GAN,1/2/40,4/1/1,RMJ ALU JKT,JT PSS-36,,,,6,3,, PSS36 4/3 ,GAN PSS-36,,,4,3,
ME9-D2-JT,ME-D2-GAN,3/2/31,4/1/2,RMJ ALU JKT,JT PSS-36,,,,6,4,, PSS36 4/4 ,GAN PSS-36,,,4,4,
ME9-D2-JT,ME-D2-GAN,3/2/32,5/1/1,RMJ ALU JKT,JT PSS-36,,,,6,5,, PSS36 3/3 ,GAN PSS-36,,,3,3,
ME9-D2-JT,ME-D2-GAN,3/2/33,5/1/2,RMJ ALU JKT,JT PSS-36,,,,3,3,, PSS36 3/4 ,GAN PSS-36,,,3,4,
ME9-D2-JT,ME-D2-GAN,3/2/34,5/2/2,FO,DIRECT CORE,Tl B01/27: 19/20 core OST15: 89/90,,,,,, TL: mm02: 1/2 Core8 : 3/4 ,,,,,,
ME9-D2-JT,ME-D2-GAN,3/2/35,8/2/1,FO,DIRECT CORE,Tl B01/23: 21/22 core OSP15: 87/88,,,,,, Tlmm2: 3/4 Core osp8: 5/6 ,,,,,,
ME-D2-GAN,ME-D2-CBI,1/1/3,1/1/1,RMJ ALU JKT,BOO PSS-32,,,2,15,C1,, WDM : CBIPSS32 1/12/C1 ,CBI PSS-32,,1,12,C1,
ME-D2-GAN,ME-D2-CBI,1/1/5,1/1/2,RMJ ALU JKT,BOO PSS-32,,,2,15,C2,, WDM : CBIPSS32 1/12/C2 ,CBI PSS-32,,1,12,C2,
ME-D2-GAN,ME-D2-CBI,4/1/3,2/1/2,RMJ ALU JKT,BOO PSS-32,,,2,15,C3,, WDM : CBIPSS32 1/12/C3 ,CBI PSS-32,,1,12,C3,
ME-D2-GAN,ME-D2-CBI,4/1/4,2/1/5,RMJ ALU JKT,BOO PSS-32,,,2,15,C4,, WDM : CBIPSS32 1/12/C4 ,CBI PSS-32,,1,12,C4,
ME-D2-GAN,ME-D2-CBI,5/1/3,3/1/1,RMJ ALU JKT,BOO PSS-32,,,2,14,C3,, WDM : CBIPSS32 1/17/C3 ,CBI PSS-32,,1,17,C3,
ME-D2-GAN,ME-D2-CBI,5/1/4,3/1/2,RMJ ALU JKT,BOO PSS-32,,,2,14,C4,, WDM : CBIPSS32 1/17/C4 ,CBI PSS-32,,1,17,C4,
ME-D2-CBI,ME-D2-BOO,1/1/3,4/1/3,RMJ ALU JKT,CB1 PSS-32,,,2,14,C1,, DWDM PSS32 2/15/C1 ,BOO PSS-32,,2,15,C1,
ME-D2-CBI,ME-D2-BOO,1/1/4,4/2/6,RMJ ALU JKT,CB1 PSS-32,,,2,14,C1,, DWDM PSS32 2/15/C2 ,BOO PSS-32,,2,15,C2,
ME-D2-CBI,ME-D2-BOO,2/1/3,2/1/1,RMJ ALU JKT,CB1 PSS-32,,,2,14,C1,, DWDM PSS32 2/15/C3 ,BOO PSS-32,,2,15,C3,
ME-D2-CBI,ME-D2-BOO,2/1/4,2/1/5,RMJ ALU JKT,CB1 PSS-32,,,2,14,C1,, DWDM PSS32 2/15/C4 ,BOO PSS-32,,2,15,C4,
ME-D2-CBI,ME-D2-BOO,3/1/3,4/1/6,FO,DIRECT CORE,,,,,,, FIBER  ,,,,,,
ME-D2-CBI,ME-D2-BOO,3/1/4,3/1/2,RMJ ALU JKT,CB1 PSS-32,,,1,17,C2,, DWDM PSS32 1/10/C2 ,BOO PSS-32,,1,10,C2,
ME-D2-BOO,ME-D2-DEP,2/1/3,1/1/1,RMJ ALU JKT,BOO PSS-32,,,1,2,C1,, WDM : DEPPSS32_1/4/C1  ,DEP PSS-32,,1,4,C1,
ME-D2-BOO,ME-D2-DEP,2/1/4,1/1/2,RMJ ALU JKT,BOO PSS-32,,,1,2,C2,,WDM : DEPPSS32_1/4/C2,DEP PSS-32,,1,4,C2,
ME-D2-BOO,ME-D2-DEP,3/1/3,2/1/1,RMJ ALU JKT,BOO PSS-32,,,1,2,C4,, WDM : DEPPSS32_1/4/C3 ,DEP PSS-32,,1,4,C3,
ME-D2-BOO,ME-D2-DEP,3/1/4,2/1/2,RMJ ALU JKT,BOO PSS-32,,,1,2,C3,,WDM : DEPPSS32_1/4/C4,DEP PSS-32,,1,4,C4,
ME-D2-BOO,ME-D2-DEP,3/1/5,3/1/1,RMJ ALU JKT,BOO PSS-32,,,1,2,C1,, WDM : DEPPSS36_1/4/C1  ,DEP PSS-64,,1,4,C1,
ME-D2-BOO,ME-D2-DEP,3/1/6,3/1/2,RMJ ALU JKT,BOO PSS-32,,,1,2,C2,,WDM : DEPPSS36_1/4/C12,DEP PSS-64,,1,4,C2,
ME-D2-DEP,ME-D2-KB, 1/1/3,7/1/1,RMJ ALU JKT,DEP PSS-36,,,1,7,C3,, WDM : KBPSS64_1/2/C1  ,KB PSS-64,,1,2,C1,
ME-D2-DEP,ME-D2-KB, 1/1/4,7/1/2,RMJ ALU JKT,DEP PSS-36,,,1,7,C4,,WDM : KBPSS64_1/2/C2,KB PSS-64,,1,2,C2,
ME-D2-DEP,ME-D2-KB, 1/1/5,8/1/4,FO,DIRECT CORE,,,,,,, FIBER  ,,,,,,
ME-D2-DEP,ME-D2-KB, 2/1/3,6/1/1,RMJ ALU JKT,DEP PSS-36,,,1,5,C1,,WDM : KBPSS64_1/2/C3,KB PSS-64,,1,2,C3,
ME-D2-DEP,ME-D2-KB, 2/1/4,6/1/2,RMJ ALU JKT,DEP PSS-36,,,1,7,C4,, WDM : KBPSS64_1/2/C2 ,KB PSS-64,,1,2,C2,
ME-D2-DEP,ME-D2-KB, 2/1/5,8/2/4,FO,DIRECT CORE,,,,,,,FIBER ,,,,,,
ME-D2-DEP,ME-D2-KB, 3/1/3,8/1/1,RMJ ALU JKT,DEP PSS-36,,,1,7,C1,, WDM : KBPSS64_1/3/C1 ,KB PSS-64,,1,3,C1,
ME-D2-DEP,ME-D2-KB, 3/1/4,8/1/2,RMJ ALU JKT,DEP PSS-36,,,1,7,C2,,WDM : KBPSS64_1/3/C2,KB PSS-64,,1,3,C2,
ME-D2-KB,ME9-D2-KB,1/1/2,3/2/3,FO,DIRECT CORE,,,,,,, - ,,,,,,
ME-D2-KB,ME9-D2-KB,5/1/1,4/2/1,FO,DIRECT CORE,,,,,,,-,,,,,,
ME-D2-KB,ME9-D2-KB,5/2/2,4/2/2,FO,DIRECT CORE,,,,,,, - ,,,,,,
ME-D2-KB,ME9-D2-KB,6/1/6,1/1/2,FO,DIRECT CORE,,,,,,,-,,,,,,
ME-D2-KB,ME9-D2-KB,6/2/3,1/2/1,FO,DIRECT CORE,,,,,,, - ,,,,,,
ME-D2-KB,ME9-D2-KB,7/2/5,2/1/2,FO,DIRECT CORE,,,,,,,-,,,,,,
ME-D2-KB,ME9-D2-KB,7/2/6,4/1/1,FO,DIRECT CORE,,,,,,, - ,,,,,,
ME-D2-KB,ME9-D2-KB,8/1/6,3/1/1,FO,DIRECT CORE,,,,,,,-,,,,,,
ME-D2-SRG,ME-D2-CLG,1/1/2,3/1/2,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D2-SRG,ME-D2-CLG,4/1/3,4/1/3,RMJ ALU JKT,SRG PSS-32,,,1,17,C1,, WDM : CLGPSS32.1/12/C1 ,CLG PSS-32,,1,12,C1,
ME-D2-SRG,ME-D2-CLG,5/1/2,5/1/2,RMJ ALU JKT,SRG PSS-32,,,1,17,C2,, WDM : CLGPSS32.1/12/C2 ,CLG PSS-32,,1,12,C2,
ME-D2-SRG,ME-D2-CLG,5/1/3,5/1/3,RMJ ALU JKT,SRG PSS-32,,,1,15,C1,, WDM : CLGPSS32.1/13/C1 ,CLG PSS-32,,1,13,C1,
ME-D2-CLG,ME3-D2-CKA,4/1/1,1/1/2,RMJ ALU JKT,CLG PSS-36,,,1,3,C2,, WDM: CKAPSS64_1/6/C8 ,CKA PSS-64,,1,6,C8,
ME-D2-CLG,ME3-D2-CKA,4/1/6,4/1/5,RMJ ALU JKT,CLG PSS-36,,,1,3,C1,,WDM : CKAPSS 64_1/8/C1,CKA PSS-64,,1,8,C1,
ME-D2-CLG,ME3-D2-CKA,5/1/4,5/1/5,RMJ ALU JKT,CLG PSS-36,,,1,2,C1,, WDM CKAPSS 64_1/1/C1 ,CKA PSS-64,,1,1,C1,
ME-D2-CLG,ME3-D2-CKA,5/1/5,1/1/3,RMJ ALU JKT,CLG PSS-36,,,1,3,C3,,WDM : CKAPSS64_1/8/C3,CKA PSS-64,,1,8,C3,
ME-D2-CLG,ME3-D2-CKA,5/2/4,3/1/5,RMJ ALU JKT,CLG PSS-36,,,1,2,C2,, WDM : CKAPSS 64_1/3/C2 ,CKA PSS-64,,1,3,C2,
ME3-D2-CKA,ME9-D2-CKA,1/1/1,2/2/4,FO,DIRECT CORE,Patchcord antar Metro,,,,,,,,,,,,
ME3-D2-CKA,ME9-D2-CKA,2/1/1,4/2/2,FO,DIRECT CORE,Patchcord antar Metro,,,,,,,,,,,,
ME3-D2-CKA,ME9-D2-CKA,3/1/1,4/2/3,FO,DIRECT CORE,Patchcord antar Metro,,,,,,,,,,,,
ME3-D2-CKA,ME9-D2-CKA,4/1/2,4/2/1,FO,DIRECT CORE,Patchcord antar Metro,,,,,,,,,,,,
ME3-D2-CKA,ME9-D2-CKA,5/1/2,2/2/3,FO,DIRECT CORE,Patchcord antar Metro,,,,,,,,,,,,
ME9-D2-CKA,ME9-D2-JT,1/1/1,1/1/1,RMJ ALU JKT,CKA02 PSS-32,,,1,11,C1,, WDM : JT2.02PSS32_1/10/C1 ,JT2 PSS-32,,1,10,C1,
ME-D2-CIK,ME-D2-SKR,1/1/3,1/1/1,RMJ ALU JKT,CIK PSS-32,,,1,14,C1,,WDM : SKRPSS32_1/15/C1,SKR PSS-32,,1,15,C1,
ME-D2-CIK,ME-D2-SKR,1/1/5,1/1/2,RMJ ALU JKT,CIK PSS-32,,,1,14,C2,, WDM : SKRPSS32_1/15/C2 ,SKR PSS-32,,1,15,C2,
ME-D2-CIK,ME-D2-SKR,1/2/5,3/2/5,RMJ ALU JKT,CIK PSS-32,,,1,14,C6,,WDM : SKRPSS32_1/15/C6,SKR PSS-32,,1,15,C6,
ME-D2-CIK,ME-D2-SKR,2/1/2,2/1/1,RMJ ALU JKT,CIK PSS-32,,,1,14,C3,, WDM : SKRPSS32_1/15/C3 ,SKR PSS-32,,1,15,C3,
ME-D2-CIK,ME-D2-SKR,2/1/3,3/1/1,RMJ ALU JKT,CIK PSS-32,,,1,14,C4,,WDM : SKRPSS32_1/15/C4,SKR PSS-32,,1,15,C4,
ME-D2-CIK,ME-D2-SKR,2/2/4,1/1/3,FO,DIRECT CORE,,,,,,, FIBER ,,,,,,
ME-D2-CIK,ME-D2-SKR,3/2/5,3/1/2,RMJ ALU JKT,CIK PSS-32,,,1,14,C5,,WDM : SKRPSS32_1/15/C5,SKR PSS-32,,1,15,C5,
ME-D2-CKA,ME9-D2-CKA,3/1/5 ,1/2/38,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D2-CKA,ME9-D2-CKA,5/1/2 ,1/2/39,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D2-CKA,ME9-D2-CKA,5/1/4 ,1/2/40,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D2-CKA,ME9-D2-CKA,9/2/3 ,2/2/6 ,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D2-CKA,ME9-D2-CKA,9/2/4 ,2/2/7 ,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D2-CKA,ME9-D2-CKA,10/1/6,2/2/8 ,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D2-CKA,ME9-D2-CKA,10/2/5,2/2/9 ,FO,DIRECT CORE,,,,,,,,,,,,,
ME-D2-CKA,ME9-D2-CKA,10/2/6,2/2/10,FO,DIRECT CORE,,,,,,,,,,,,,
ME9-D2-CKA_LINK 2,ME2-D2-CKA_LINK 2,1/2/5 ,2/1/4,FO,DIRECT CORE,,,,,,, EKS AKSES_ME2-D2-CKA_2/1/4-lag-12_TO_DCN-D2-CKA_xe-0/1/0-ae4_10G_NO1 ,,,,,,
ME9-D2-CKA_LINK 2,ME2-D2-CKA_LINK 2,1/2/6 ,3/1/1,FO,DIRECT CORE,,,,,,,EKS AKSES_ME2-D2-CKA_3/1/1-lag1_TO_DCN-D2-CKA_xe-0/0/1-ae0_10G_NO1,,,,,,
ME9-D2-CKA_LINK 2,ME2-D2-CKA_LINK 2,1/2/7 ,3/1/3,FO,DIRECT CORE,,,,,,, EKS AKSES_ME2-D2-CKA_3/1/3-lag2_TO_DCN-D2-CKA_xe-1/0/1-ae1_10G_NO1 ,,,,,,
ME9-D2-CKA_LINK 2,ME2-D2-CKA_LINK 2,1/2/8 ,3/1/4,FO,DIRECT CORE,,,,,,,,,,,,,
ME9-D2-CKA_LINK 2,ME2-D2-CKA_LINK 2,1/2/9 ,4/1/4,FO,DIRECT CORE,,,,,,,,,,,,,
ME9-D2-CKA_LINK 2,ME2-D2-CKA_LINK 2,1/2/10,5/1/3,FO,DIRECT CORE,,,,,,,EKS AKSES_ME2-D2-CKA_5/1/3-lag-11_TO_DCN-D2-CKA_xe-0/1/0-ae3_10G_NO1,,,,,,
ME-D2-SKR,ME9-D2-BKS, 1/1/6,2/2/6,RMJ ALU JKT,SKR PSS-32,,,1,12,C9,, DWDM PSS32_2/15/C9 ,BKS PSS-32,,2,15,C9,
ME-D2-SKR,ME9-D2-BKS, 1/2/3,2/1/4,RMJ ALU JKT,SKR PSS-32,,,1,12,C1,,DWDM PSS32_2/15/C1,BKS PSS-32,,2,15,C1,
ME-D2-SKR,ME9-D2-BKS, 2/2/2,2/1/3,RMJ ALU JKT,SKR PSS-32,,,1,12,C2,, DWDM PSS32_2/15/C2 ,BKS PSS-32,,2,15,C2,
ME-D2-SKR,ME9-D2-BKS, 2/2/3,3/1/1,RMJ ALU JKT,SKR PSS-32,,,1,12,C3,,DWDM PSS32_2/15/C3,BKS PSS-32,,2,15,C3,
ME-D2-SKR,ME9-D2-BKS, 2/2/5,2/1/2,FO,DIRECT CORE,,,,,,, FIBER  ,,,,,,
ME-D2-SKR,ME9-D2-BKS, 3/1/3,3/1/2,RMJ ALU JKT,SKR PSS-32,,,1,12,C4,,DWDM PSS32_2/15/C4,,,,,,
ME-D2-SKR,ME9-D2-BKS, 3/1/4,3/1/3,RMJ ALU JKT,SKR PSS-32,,,1,12,C5,, DWDM PSS32_2/15/C5 ,,,,,,
ME9-D2-BKS,ME-D2-KT2,2/2/3,4/1/4,RMJ ALU JKT,BKS PSS-32,,,2,12,C3, ,WDM : KT2PSS32_2/11/C3,KT2 PSS-32,,2,11,C3,
ME9-D2-BKS,ME-D2-KT2,2/2/4,1/1/4,RMJ ALU JKT,BKS PSS-32,,,2,12,C1,, WDM : KT2PSS32_2/11/C1 ,KT2 PSS-32,,2,11,C1,
ME9-D2-BKS,ME-D2-KT2,2/2/5,3/1/2,RMJ ALU JKT,BKS PSS-32,,,2,12,C2,,WDM : KT2PSS32_2/11/C2,KT2 PSS-32,,2,11,C2,
ME9-D2-BKS,ME-D2-KT2,3/2/4,5/1/4,RMJ ALU JKT,BKS PSS-32,,,2,12,C4,, WDM : KT2PSS32_2/11/C4 ,KT2 PSS-32,,2,11,C4,
ME9-D2-BKS,ME-D2-KT2,3/2/5,5/2/5,RMJ ALU JKT,BKS PSS-32,,,2,12,C5,,WDM : KT2PSS32_2/11/C5,KT2 PSS-32,,2,11,C5,
ME-D2-KT2,ME-D2-CPP,1/1/1,3/1/2,RMJ ALU JKT,KP2 PSS-32,,,1,17,C1,, WDM :CPPPSS 32_1/16/C1 ,CPP PSS-32,,1,16,C1,
ME-D2-KT2,ME-D2-CPP,1/2/1,3/1/3,FO,DIRECT CORE,via FO AT&T core 2/5,,,,,,,,,,,,
ME-D2-KT2,ME-D2-CPP,3/2/5,5/1/2,FO,DIRECT CORE,"TL Rack 1/1/9,110 FO EJA-98 core 39,40",,,,,,,,,,,,
ME-D2-KT2,ME-D2-CPP,4/2/4,5/1/1,FO,DIRECT CORE,"TL Rack 1/1/7,8 FO PBH-94 core 11,12",,,,,,,,,,,,
ME-D2-KT2,ME-D2-CPP,5/1/5,4/2/2,FO,DIRECT CORE,"TL Rack 1/1/5,6 FO eja core 29-30",,,,,,,,,,,,
ME-D2-KT2,ME-D2-CPP,5/2/1,5/1/6,FO,DIRECT CORE,,,,,,,FIBER ,,,,,,
ME-D2-CPP,ME-D2-GB,1/1/1,1/2/4,FO,DIRECT CORE,FO-EJA:29/30,,,,,, FO-EJA:29/30_TL:41/42 ,,,,,,
ME-D2-CPP,ME-D2-GB,3/1/1,1/1/5,FO,DIRECT CORE,FO:EJA CORE:17/18,,,,,,FO-EJA:17/18_TL:29/30,,,,,,
ME-D2-CPP,ME-D2-GB,3/1/4,2/1/5,FO,DIRECT CORE,FO-JPS:1/2_TL-M5:3/5,,,,,,,,,,,,
ME-D2-CPP,ME-D2-GB,4/1/4,2/1/2,FO,DIRECT CORE,FO-JPS:21/22_TL-M2:5/6,,,,,,FO-JPS:21/22_TL-M2:5/6,,,,,,
ME-D2-CPP,ME-D2-GB,4/1/5,2/1/3,FO,DIRECT CORE,FO-JPS:19/20_TL-M2:15/16,,,,,, FO-JPS:19/20_TL-M2:15/16 ,,,,,,
ME-D2-CPP,ME-D2-GB,5/1/3,3/1/3,FO,DIRECT CORE,FO-EJA:45/46_TL-M2:9/10,,,,,,FO-EJA:45/46_TL-M2:9/10,,,,,,
ME-D2-CPP,ME-D2-GB,5/1/4,3/1/4,FO,DIRECT CORE,FO-EJA:47/48_TL-M2:11/12,,,,,, FO-EJA:47/48_TL-M2:11/12 ,,,,,,
ME-D2-CPP,ME-D2-GB,5/2/3,1/2/5,FO,DIRECT CORE,FO-EJA:31/32,,,,,,FO-EJA:31/32_TL:43/44,,,,,,
ME-D2-KT2,ME9-D2-CKA,10/1/1,1/1/2,RMJ ALU JKT,KP2 PSS-32,,,2,15,C1,, WDM : CKA1PSS32_5/8/C1 ,CKA1 PSS-32,,5,8,C1,
 ME9-D2-BKS ,ME9-D2-CKA,1/1/1,2/1/1,RMJ ALU JKT,BKS PSS-32,,,2,11,C1,,WDM : CKA1PSS32_6/15/C1,CKA1 PSS-32,,6,15,C1,
ME-D2-GB,ME9-D2-JT,4/1/1,1/1/2,RMJ ALU JKT,GB PSS-32,,,3,16,C1,, WDM :JT2PSS32_6/10/C1 ,JT2 PSS-32,,6,10,C1,
 ME-D2-CKA ,ME-D2-SM1,4/1/2 ,3/1/2,FO,DIRECT CORE,,,,,,,FIBER,,,,,,
ME-D2-CKA,ME-D2-SM1,9/2/2 ,1/1/2,RMJ ALU JKT,CKA PSS-32,,,1,3,C3,, WDM : SM1PSS32_3/15/C3 ,SM1 PSS-32,,3,15,C3,
 ME-D2-CKA ,ME-D2-SM1,10/2/2,2/1/2,RMJ ALU JKT,CKA PSS-32,,,1,3,C4,,WDM : SM1PSS32_3/15/C4,SM1 PSS-32,,3,15,C4,
ME-D2-SM1,ME-D2-KRT,1/1/1,1/1/1,RMJ ALU JKT,SM1 PSS-32,,,3,15,C3,, WDM : KRTPSS32_2/15/C1 ,KRT PSS-32,,2,15,C1,
ME-D2-SM1,ME-D2-KRT,2/1/3,2/1/3,RMJ ALU JKT,SM1 PSS-32,,,3,15,C4,,WDM : KRTPSS32_2/15/C2,KRT PSS-32,,2,15,C2,
ME-D2-KRT,ME9-D2-JT,1/1/2,2/2/4,RMJ ALU JKT,KRT PSS-32,,,2,15,C3,, WDM : JT2PSS32_6/6/C1 ,JT2 PSS-32,,6,6,C1,
ME-D2-KRT,ME9-D2-JT,2/1/1,3/2/4,RMJ ALU JKT,KRT PSS-32,,,2,15,C4,,WDM : JT2PSS32_6/6/C2,JT2 PSS-32,,6,6,C2,
ME9-D2-CKA,ME-D2-SLP,4/2/33,3/2/3,FO,DIRECT CORE,,,,,,, FIBER ,,,,,,
ME9-D2-CKA,ME-D2-SLP,4/2/30,5/1/2,RMJ ALU JKT,CKA PSS-64,,,,8,2,,SLP PSS36 4/3,,,,4,3,
ME9-D2-CKA,ME-D2-SLP,4/2/31,5/1/3,RMJ ALU JKT,CKA PSS-32,,,2,15,C1,, WDM : SLPPSS32_1/34/C1 ,SLP PSS-32,,1,34,C1,
ME9-D2-CKA,ME-D2-SLP,4/2/32,5/1/4,RMJ ALU JKT,CKA PSS-32,,,4,34,C1,,WDM : SLPPSS32_2/34/C1,SLP PSS-32,,1,34,C1,
ME9-D2-CKA,ME-D2-SLP,4/2/34,5/2/2,RMJ ALU JKT,CKA PSS-64,,,,6,3,, SLP PSS36 5/4 ,,,,5,4,
ME-D2-KB,ME9-D2-CKA,3/1/1,1/2/1 ,FO,DIRECT CORE,Direct optik: OSP CKA_PLM_SLP_KB,,,,,,Direct optik: OSP CKA_PLM_SLP_KB,,,,,,
ME-D2-KB,ME9-D2-CKA,8/1/3,1/2/2 ,RMJ ALU JKT,KB PSS-64,,,,3,3,, WDM: CKAPSS64_7/1 ,CKA PSS-64,,,7,1,
ME-D2-KB,ME9-D2-CKA,6/1/3,1/2/3 ,RMJ ALU JKT,KB PSS-64,,,,3,4,, WDM: CKAPSS64_9/8 ,CKA PSS-64,,,9,8,
ME-D2-KB,ME9-D2-CKA,8/2/1,4/2/16,FO,DIRECT CORE,,,,,,, WDM: CKA1PSS32 _3/15/C10 ,CKA1 PSS-32,,3,15,C10,
ME-D2-KB,ME9-D2-CKA,6/1/4,4/2/17,RMJ ALU JKT,KB1 PSS-32,,,2,15,C1,, WDM: CKA1PSS32 _3/9/C1 ,CKA1 PSS-32,,3,9,C1 ,
ME-D2-KB,ME9-D2-CKA,6/2/6,4/2/18,RMJ ALU JKT,KB PSS-64,,,,3,4,, WDM: CKAPSS64_7/2 ,CKA PSS-64,,,7,2,
