 host_a , host_b , fa_a , fa_b , nms , ne_a , board_a , rack_a , shelf_a , slot_a , port_a , freq_a , ne_b , board_b , rack_b , shelf_b , slot_b , port_b , freq_b 
ME-D5-PTN,ME2-D5-PB,GE4/0/0,GE1/2/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-PB,ME-D5-PS,Gi1/0/0,Gi3/0/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-PB,ME-D5-PS,GE1/2/0,GE4/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-PB,ME-D5-PS,GE1/2/3,GE2/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-PDA,ME-D5-PS,Ge-3/0/0,Ge3/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-PDA,ME-D5-PS,GE3/0/1,GE3/0/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-PDA,ME-D5-PS,GE3/0/4,GE4/0/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-KD,ME2-D5-NJ,GE-2/0/0,GE-1/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-KD,ME2-D5-NJ,GE-3/0/0,GE-4/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-JG,ME-D5-MR,GE-4/0/0,GE-1/0/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-JG,ME-D5-MR,GE-4/0/1,GE-1/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-JG,ME-D5-MR,Gi3/0/4,Gi1/0/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-JG,ME-D5-NJ,Gi3/0/1,Gi4/0/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-JG,ME-D5-NJ,Gi3/0/2,Gi4/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-JG,ME-D5-NJ,Gi4/0/3,Gi4/0/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-CME,ME5-D5-KBL,Gi5/0/0,Gi1/0/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-CME,ME5-D5-KBL,GE2/1/0,GE-1/0/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-CME,ME5-D5-KBL,GE1/1/0,GE-1/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-CME,ME-D5-LMG,GE5/1/0,GE4/2/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-CME,ME-D5-LMG,GE-4/0/0,GE-1/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-BBA,ME-D5-LMG,Gi1/0/0,GE1/1/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-BBA,ME-D5-LMG,Gi2/1/0,GE4/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-PAD,ME2-D5-NW,GE-1/1/0,GE-2/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-PAD,ME2-D5-NW,GE-2/0/0,GE-3/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-PAD,ME2-D5-BJ,GE-1/0/0,GE-2/0/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-PAD,ME2-D5-BJ,GE-2/1/0,GE-1/0/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-KLJ,ME2-D5-BLB,Gi3/0/3,Gi3/0/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-KLJ,ME2-D5-BLB,Gi4/0/3,Gi4/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-KLJ,ME2-D5-ML0,Gi4/0/0,Gi1/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-KLJ,ME2-D5-ML0,GE3/0/2,Gi 2/2/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-GDI,ME2-D5-ML0,GE-3/0/3,GE-2/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-GDI,ME2-D5-ML0,GE-3/0/4,GE-1/2/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-GDI,ME2-D5-ML0,GE2/0/0,GE2/2/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-GDI,ME2-D5-KPN,GE-4/0/0,GE-3/0/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-GDI,ME2-D5-KPN,GE-4/0/1,GE-2/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-GDI,ME2-D5-KPN,GE-4/0/3,GE-2/0/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-TBN,ME-D5-UBN,GE-1/0/0,GE-1/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-TBN,ME-D5-UBN,GE-6/0/4,GE-1/0/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-TBN,ME-D5-UBU,GE-2/0/0,GE-2/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-TBN,ME-D5-UBU,GE-6/0/2,GE-4/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME6-D5-RKT,ME2-D5-WR,GE4/0/3  ,GE4/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME6-D5-RKT,ME2-D5-WR,GE5/0/0,GE7/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME6-D5-RKT,ME2-D5-WR,GE7/1/0,GE3/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-TDS,ME2-D5-WR,GE1/2/0,GE3/0/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-TDS,ME2-D5-WR,GE1/2/4,GE3/0/5,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME7-D5-RKT,ME2-D5-SDA,GE3/0/1,GE1/2/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME7-D5-RKT,ME2-D5-SDA,GE3/2/4,GE4/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME7-D5-RKT,ME2-D5-SDA,GE5/0/4,GE1/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-DMO,ME4-D5-RKT,GE2/0/0,GE6/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-DMO,ME4-D5-RKT,GE2/0/1,GE6/0/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-DMO,ME4-D5-RKT,GE2/0/4,GE8/1/11,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-SPJ,ME6-D5-KBL,GE3/0/1,GE3/2/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-SPJ,ME6-D5-KBL,GE4/0/2,GE3/2/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-GS,ME5-D5-KBL,GE3/0/2,GE2/0/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-GS,ME5-D5-KBL,GE4/0/0,GE2/0/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D5-GS,ME5-D5-KBL,GE4/0/2,GE2/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-TDS,ME5-D5-KBL,GE4/0/0,GE6/1/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-TDS,ME5-D5-KBL,GE4/0/1,GE6/1/5,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-TDS,ME5-D5-KBL,GE4/0/2,GE1/1/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-TDS,ME5-D5-KBL,GE4/0/3,GE1/1/5,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-NSD,ME3-D5-GIN,GE8/0/1,GE5/0/4,JDCS,"	NUSA_II
",EOTU10G,,0,1,3,194.000,"	GIN_III
",EOTU10G,,0,1,5,194.000
ME-D5-NSD,ME3-D5-GIN,GE8/0/2,GE5/0/3,JDCS,"	NUSA_II
",OTU10G,,0,2,1,193.000,"	GIN_III
",OTU10G,,0,3,2,193.000
ME-D5-NSD,ME2-D5-BNO,GE4/0/0,GE6/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-NSD,ME2-D5-BNO,GE4/1/1,GE4/2/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-NSD,ME-D5-JBR,GE2/0/0,GE2/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-NSD,ME-D5-JBR,GE6/1/0,GE3/1/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-KUT,ME-D5-JBR,GE2/0/0,GE1/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-SAU,ME2-D5-BNO,GE2/0/0,GE4/2/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-SAU,ME2-D5-BNO,GE3/0/1,GE4/2/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-SAU,ME2-D5-BNO,GE4/0/0,GE4/2/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-SAU,ME2-D5-BNO,GE4/0/4,GE4/0/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D5-KLM,ME-D5-KUT,GE6/1/3,GE6/2/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D5-KLM,ME-D5-KUT,GE6/1/4,GE1/1/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D5-KLM,ME-D5-KUT,GE5/1/5,GE6/0/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D5-KLM,ME2-D5-BNO,GE3/0/4,GE4/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D5-KLM,ME2-D5-BNO,GE3/0/5,GE4/0/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D5-KLM,ME3-D5-GIN,GE4/0/2,GE4/0/2,JDCS,"	Kaliasem8212
",SOTU10G,,0,1,24,192.200,"	GIN_II
",OTU10G,,0,1,10,192.200
ME3-D5-KLM,ME3-D5-GIN,GE4/0/3,GE4/0/3,JDCS,"	Kaliasem9229
",SOTU10G,,0,4,8,195.000,"	GIN8249
",SOTU10G,,0,1,23,195.000
ME3-D5-KLM,ME-D5-UBN,GE6/0/3,GE3/2/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D5-KLM,ME-D5-UBN,GE6/0/4,GE2/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D5-KLM,ME-D5-UBN,GE6/0/5,GE1/0/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-GIN,ME-D5-SAU,GE1/0/0,GE1/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-GIN,ME-D5-SAU,GE3/1/1,GE6/1/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-GIN,ME-D5-SAU,GE4/0/4,GE6/1/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-GIN,ME-D5-SAU,GE7/2/1,GE4/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-GIN,ME-D5-SAU,GE4/1/0,GE1/1/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-GIN,ME-D5-SGR,GE1/1/3,GE6/0/3,JDCS,"	GIN_II
",EOTU10G,,0,2,13,192.900,"	SGR_II
",EOTU10G,,0,1,6,192.900
ME-D5-GIN,ME-D5-SGR,GE7/2/4,GE6/0/0,JDCS,"	GIN
",OTU10G,,0,1,8,192.500,"	SGR
",OTU10G,,0,3,5,192.500
ME-D5-GIN,ME-D5-UBU,GE1/1/2,GE1/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D5-GIN,ME-D5-UBU,GE7/2/2,GE4/0/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME5-D5-KBL,ME-D5-KNN,GE16/1/1,GE4/0/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME5-D5-KBL,ME-D5-KNN,GE16/1/3,GE4/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
,,,,,,,,,,,,,,,,,,
ME-D6-BPP,ME-D6-BAM,1/1/1,3/1/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D6-BPP,ME-D6-BAM,4/1/1,4/1/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D6-BPP,ME3-D6-BPP,2/1/1,1/1/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D6-BPP,ME3-D6-BPP,3/2/1,5/1/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D6-BPP,ME3-D6-BPP,2/1/3,7/2/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D6-BPP,ME3-D6-BPP,3/2/1,5/1/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D6-BAM,ME3-D6-BAM,3/1/2,1/1/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D6-BAM,ME-D6-BJM,5/1/4,4/1/5,KALSUL ALU,BAM PSS-36,,,,2,1,,TGT PSS-36,,,,2,1,
,,,,KALSUL ALU,TGT PSS-32,,,,11,1,,ULN PSS-32,,,,15,1,
ME3-D6-BAM,ME3-D6-BPP,1/1/2,1/1/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D6-BAM,ME3-D6-BPP,8/1/1,1/2/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D6-BPP,ME-D6-SMR,1/2/1,5/2/1,KALSUL ALU,BAM PSS-36,,,,3,4,,SMD PSS36,,,,2,4,
,,,,FO,BAM DIRECT CORE,,,,,,,BPP DIRECT CORE,,,,,,
ME3-D6-BPP,ME-D6-SMR,2/1/2,1/1/1,KALSUL ALU,BPP PSS-36,,,,4,1, ,SMR PSS-36,,,,3,1, 
ME3-D6-BPP,ME-D6-SMR,5/1/2,3/1/3,KALSUL ALU,BPP TRBD,,,2,1,3,"193,150",SMD TRBD,,,2,1,3,"193,150"
,,,,FO,BAM DIRECT CORE,,,,,,,BPP DIRECT CORE,,,,,,
ME3-D6-BPP,ME-D6-SMR,7/1/1,1/1/2,KALSUL ALU,BAM PSS36,,,,3,1,,SMD PSS36,,,,2,1,
,,,,FO,BAM DIRECT CORE,,,,,,,BPP DIRECT CORE,,,,,,
ME-D6-SMD,ME-D6-SGT,3/1/5,2/1/1,KALSUL ALU,SMD PSS36,,,,2,3,,SGT PSS36,,,,3,1,
ME-D6-SMD,ME-D6-SGT,3/1/2,2/2/1,KALSUL ALU,SMD PSS36,,,,2,2,,SGT PSS36,,,,3,2,
ME-D6-SGT,ME2-D6-ULN,3/1/1,2/1/3,KALSUL ALU,SAA TRBD,,,1,1,16,"193,150",SMR TRBD,,,1,2,18,"193,150"
,,,,KALSUL ALU,SMR TRBD,,,1,2,5,"192,950",BAM TRBD,,,1,2,16,"192,950"
,,,,KALSUL ALU,BAM TRBD,,,1,2,7,"192,950",LBK TRBD,,,1,2,14,"192,950"
,,,,KALSUL ALU,LBK TRBD,,,1,2,16,"192,950",BJMU TRBD,,,1,2,16,"192,950"
,,,, ,,,,,,,,,,,,,,
ME-D6-SGT,ME2-D6-ULN,3/1/1,2/1/3,KALSUL ALU,SGT PSS36,,,,2,4,,PTR PSS64,,,2,9,,
,,,,SKKL SUB 100G,PTR ,,,,,,1038.C3,BJMC,,,,,1038.C3,
ME2-D6-ULN,ME3-D6-ULN,1/1/5,1/2/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D6-ULN,ME3-D6-ULN,3/1/2,1/1/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D6-ULN,ME3-D6-ULN,3/2/2,2/1/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME2-D6-ULN,ME3-D6-ULN,5/2/2,4/1/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D6-ULN,ME-D6-BJM,2/1/1,2/1/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D6-ULN,ME-D6-BJM,3/2/1,5/1/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D6-ULN,ME-D6-BJM,5/1/1,3/1/5,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D6-ULN,ME-D6-BJM,5/1/2,4/2/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D6-BJM,ME-D6-PLK,3/1/1,1/1/1,KALSUL ALU,BJM TRBD,,,2,1,12,"193,050",PLK TRBD,,,1,2,18,"193,050"
ME-D6-PLK,ME-D6-SMPT,1/1/2,2/2/2,KALSUL ALU,PLK TRBD,,,,,,"193,050",SMPT TRBD,,,,,,"193,050"
ME-D6-PLK,ME-D6-PBNU,,,KALSUL ALU,PLK TRBD,,,1,2,18,"193,050",SMPT TRBD,,,1,2,4,"193,050"
,,,,KALSUL ALU,SMPT TRBD,,,1,2,18,"193,050",PBNU TRBD,,,1,1,17,"193,050"
ME-D6-SMPT,ME-D6-PBNU,3/2/2,2/2/2,KALSUL ALU,SMPT TRBD,,,,,,"193,050",PBUN TRBD,,,,,,"193,050"
ME-D6-SMPT,ME-D6-PRIT,2/2/1,3/1/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D6-BJM,ME3-D6-ULN,1/2/1,1/1/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D6-BJM,ME3-D6-ULN,4/1/1,4/1/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D6-BJM,ME3-D6-ULN,5/1/3,4/1/5,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D6-BJM,ME3-D6-PBUN,2/1/1,2/2/1,KALSUL ALU,BJM TRBD,,,2,1,13,"192,950",PLK TRBD,,,1,2,4,"192,950"
,,,,KALSUL ALU,PLK TRBD,,,1,2,17,"192,950",SMP TRBD,,,1,2,5,"192,950"
,,,,KALSUL ALU,SMP TRBD,,,1,2,17,"192,950",PBN TRBD,,,1,1,10,"192,950"
ME3-D6-BJM,ME3-D6-PBUN,2/1/1,2/1/1,KALSUL ALU,BJM TRBD,,,2,1,13,"192,950",PLK TRBD,,,1,2,4,"192,950"
,,,,KALSUL ALU,PLK TRBD,,,1,2,4,"192,950",SMP TRBD,,,1,2,5,"192,950"
,,,,KALSUL ALU,SMP TRBD,,,1,2,17,"192,950",PBNU TRBD,,,1,2,17,"192,950"
ME-D6-SKK,ME-D6-PTK,2/1/1,1/2/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D6-SKK,ME-D6-PTK,5/1/1,2/2/5,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
,,,,,,,,,,,,,,,,,,
ME-D7-MAT,ME3-D7-BAL,6/0/2,3/0/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-MAT,ME3-D7-BAL,4/1/0,3/0/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-MAT,ME3-D7-BAL,1/0/0,3/0/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-SNS,ME-D7-MAT,2/0/0,1/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-SNS,ME-D7-MAT,7/0/3,6/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-ANT ,ME-D7-SNS,2/0/0,1/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-ANT ,ME-D7-SNS,3/0/0,7/0/5,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-TMA,ME-D7-ANT,2/0/0,1/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-TMA,ME-D7-ANT,3/0/4,3/1/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-KIM,ME-D7-TMA,1/1/0,3/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-KIM,ME-D7-TMA,2/0/2,3/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-SUD,ME-D7-KIM,3/0/1,2/0/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-SUD,ME-D7-KIM,3/0/2,1/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-PAN, ME-D7-SUD,2/0/0,3/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-PAN, ME-D7-SUD,6/2/1,6/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D7-PTR,ME-D7-PAN,3/0/5,6/0/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D7-PTR,ME-D7-PAN,5/0/5,6/2/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D7-PTR,ME-D7-PAN,6/0/5,6/2/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D7-PTR,ME-D7-PAN,8/0/0,1/0/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D7-BAL,ME3-D7-PTR ,3/0/5,8/0/4,KALSUL ALU,BAL PSS-64,,,,2,8,,PTR PSS-64,,,,7,5,
ME3-D7-BAL,ME3-D7-PTR ,4/0/0,4/0/0,KALSUL ALU,BAL PSS-64,,,,4,2,,PTR PSS-64,,,,,,
ME3-D7-BAL,ME3-D7-PTR ,4/0/2,4/0/2,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D7-BAL,ME3-D7-PTR ,5/0/4,5/0/4,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-BAL,ME-D7-PTR,5/0/0,1/0/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-BAL,ME-D7-PTR,5/0/1,3/0/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-BAL,ME-D7-PTR,5/0/2,4/1/1,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-BAL,ME-D7-PTR,5/2/0,7/2/3,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME3-D7-BAL,ME-D7-PSO,6/0/5,2/0/0,KALSUL ALU,BAL PSS-64,,,,2,8,,PSO PSS-36,,,,2,1,
ME-D7-PSO,ME-D7-LWK,2/0/1,2/0/0,KALSUL ALU,PSO PSS-36,,,,2,2,,LWK PSS-36,,,,2,2,
ME-D7-LWK,ME-D7-GTL,2/0/4,2/0/1,KALSUL ALU,LWK PPS36,,,,2,2,,MDO PSS 36,,,,3,2,
,,,,KALSUL ALU,MDO TRBD  ,,,1,1,18,"193,350",OMPU TRBD,,,3,1,12,"193,350"
,,,,KALSUL ALU,OMPU TRBD,,,3,1,7,"192,550",GTL TRBD,,,1,2,16,"192,550"
ME-D7-GTL,ME-D7-PAL,2/0/3,3/0/4,KALSUL ALU,PAL PSS-36,,,,2,1,,ISIMU,,,,2,3,
,,,,KALSUL ALU,ISMU TRBD,,,1,1,16,"193,350",GTL TRBD,,,1,1,18,"193,350"
ME-D7-PAL,ME3-D7-PTR,1/1/0,3/0/3,KALSUL ALU,PAL PSS-36,,,,2,4,,PTR PSS-64,,,,3,3,
ME-D7-PAL,ME3-D7-PTR,7/0/4,6/0/0,KALSUL ALU,PAL PSS-36,,,,2,2,,PTR PSS-64,,,,7,3,
ME-D7-PAL,ME3-D7-PTR,3/0/0,8/0/4,KALSUL ALU,PAL PSS-36,,,,2,8,,PTR PSS-64,,,,3,8,
ME-D7-PTR,ME-D7-KDR,7/0/2,2/0/2,KALSUL ALU,PTR PSS-64,,,,6,4,,KDR PSS-36,,,,2,4,
ME-D7-PTR,ME-D7-KDR,1/0/3,3/0/2,KALSUL ALU,PTR PSS-64,,,,5,4,,KDR PSS-36,,,,4,2,
ME-D7-KDR,ME-D7-BAL,2/0/4,5/2/1,KALSUL ALU,KDR PSS-36,,,,3,1,,BAL PSS-64,,,,2,5,
ME-D7-KDR,ME-D7-BAL,3/0/5,6/1/0,KALSUL ALU,KDR PSS-36,,,,3,2,,BAL PSS-64,,,,5,1,
ME-D7-PLP,ME-D7-PTR,2/0/0,4/1/0,KALSUL ALU,PLP PSS-36,,,,2,1,,PTR PSS-64,,,,2,10,
ME-D7-MAM,ME3-D7-BAL,2/0/0,6/0/4,KALSUL ALU,MAM PSS-36,,,,3,1,,BAL PSS-64,,,,7,6,
ME3-D7-PTR,ME-D7-PRE,3/0/0,3/0/1,KALSUL ALU,PTR PSS-64,,,,2,4,,PRE PSS-36,,,,2,1,
ME3-D7-PTR,ME-D7-PRE,4/0/0,6/0/2,KALSUL ALU,PTR PSS-64,,,,6,1,,PRE PSS-36,,,,2,4,
ME3-D7-PTR,ME-D7-TKA,8/0/2,1/1/0,FO,DIRECT CORE,,,,,,,DIRECT CORE,,,,,,
ME-D7-PTR,ME-D7-PLP,4/1/0,2/0/0,KALSUL ALU,PTR PSS-64,,,,2,10,,PLP PSS-64,,,,2,10,
ME-D7-PTR,ME-D7-WTP,Gi7/0/4,Gi2/0/0,KALSUL ALU,PTR PSS-64,,,,3,6,,WTP PSS-36,,,,2,1,
